timestamp,src_ip,dst_ip,protocol,length,src_port,dst_port,anomaly_type,payload_entropy,ttl,src_flow_count_window,label,Total_Flow_Rate
2025-11-20 03:56:06.544543,192.168.1.10,142.250.190.78,TCP,1314,18902,443,0,0.923235608659855,64,50.0,Normal,20.0
2025-11-20 03:56:10.144543,192.168.1.10,192.168.1.5,TCP,652,34583,22,0,0.942935471494715,55,50.0,Normal,20.0
2025-11-20 03:56:13.744543,192.168.1.10,142.250.190.78,TCP,1334,2113,443,0,0.9774529535006616,59,50.0,Normal,20.0
2025-11-20 03:56:17.344543,192.168.1.10,8.8.8.8,UDP,1022,38986,53,0,0.9131900375500396,60,50.0,Normal,20.0
2025-11-20 03:56:20.944543,192.168.1.10,8.8.8.8,UDP,451,42591,53,0,0.8734128145230333,58,50.0,Normal,20.0
2025-11-20 03:56:24.544543,192.168.1.10,142.250.190.78,TCP,1327,39661,443,0,0.9606916564590369,57,50.0,Normal,20.0
2025-11-20 03:56:28.144543,192.168.1.10,192.168.1.5,TCP,1223,12653,22,0,0.9347845741059166,62,50.0,Normal,20.0
2025-11-20 03:56:31.744543,192.168.1.10,203.0.113.10,TCP,600,9032,80,0,0.864706356745545,57,50.0,Normal,20.0
2025-11-20 03:56:35.344543,192.168.1.10,192.168.1.5,TCP,1027,61977,22,0,0.938412459427106,60,50.0,Normal,20.0
2025-11-20 03:56:38.944543,192.168.1.10,8.8.8.8,UDP,1371,50749,53,0,0.8818268854364573,63,50.0,Normal,20.0
2025-11-20 03:56:42.544543,192.168.1.10,203.0.113.10,TCP,1100,12010,80,0,0.9364822236590937,59,50.0,Normal,20.0
2025-11-20 03:56:46.144543,192.168.1.10,8.8.8.8,UDP,423,18627,53,0,0.9442716739477126,56,50.0,Normal,20.0
2025-11-20 03:56:49.744543,192.168.1.10,203.0.113.10,TCP,1338,62208,80,0,0.955154674015606,58,50.0,Normal,20.0
2025-11-20 03:56:53.344543,192.168.1.10,8.8.8.8,UDP,1092,7756,53,0,0.94101256597056,60,50.0,Normal,20.0
2025-11-20 03:56:56.944543,192.168.1.10,8.8.8.8,UDP,1323,4319,53,0,0.8844073154941648,59,50.0,Normal,20.0
2025-11-20 03:57:00.544543,192.168.1.10,192.168.1.5,TCP,974,22218,22,0,0.9214946577619654,60,50.0,Normal,20.0
2025-11-20 03:57:04.144543,192.168.1.10,203.0.113.10,TCP,1007,58909,80,0,0.970231290940244,62,50.0,Normal,20.0
2025-11-20 03:57:07.744543,192.168.1.10,142.250.190.78,TCP,1283,37004,443,0,0.9511545530200254,63,50.0,Normal,20.0
2025-11-20 03:57:11.344543,192.168.1.10,8.8.8.8,UDP,949,24108,53,0,0.8798657094516327,58,50.0,Normal,20.0
2025-11-20 03:57:14.944543,192.168.1.10,192.168.1.5,TCP,871,5828,22,0,0.9143609471493863,57,50.0,Normal,20.0
2025-11-20 03:57:18.544543,192.168.1.10,203.0.113.10,TCP,803,26482,80,0,0.9651508746214642,64,50.0,Normal,20.0
2025-11-20 03:57:22.144543,192.168.1.10,192.168.1.5,TCP,1246,4462,22,0,0.8787783291419863,56,50.0,Normal,20.0
2025-11-20 03:57:25.744543,192.168.1.10,8.8.8.8,UDP,285,7471,53,0,0.9168039056708881,55,50.0,Normal,20.0
2025-11-20 03:57:29.344543,192.168.1.10,8.8.8.8,UDP,1116,17653,53,0,0.9693107019019811,62,50.0,Normal,20.0
2025-11-20 03:57:32.944543,192.168.1.10,8.8.8.8,UDP,1365,8574,53,0,0.9594714253297718,58,50.0,Normal,20.0
2025-11-20 03:57:36.544543,192.168.1.10,192.168.1.5,TCP,1411,39643,22,0,0.9209015168795921,58,50.0,Normal,20.0
2025-11-20 03:57:40.144543,192.168.1.10,8.8.8.8,UDP,434,45892,53,0,0.9297888295506312,60,50.0,Normal,20.0
2025-11-20 03:57:43.744543,192.168.1.10,142.250.190.78,TCP,813,38517,443,0,0.9333708579907788,60,50.0,Normal,20.0
2025-11-20 03:57:47.344543,192.168.1.10,8.8.8.8,UDP,736,48555,53,0,0.9123549595058291,61,50.0,Normal,20.0
2025-11-20 03:57:50.944543,192.168.1.10,8.8.8.8,UDP,1456,28167,53,0,0.9253628921512485,60,50.0,Normal,20.0
2025-11-20 03:57:54.544543,192.168.1.10,192.168.1.5,TCP,565,7139,22,0,0.9616747743525981,59,50.0,Normal,20.0
2025-11-20 03:57:58.144543,192.168.1.10,8.8.8.8,UDP,137,21659,53,0,0.9136847683724834,60,50.0,Normal,20.0
2025-11-20 03:58:01.744543,192.168.1.10,8.8.8.8,UDP,409,43356,53,0,0.9758326366800643,62,50.0,Normal,20.0
2025-11-20 03:58:05.344543,192.168.1.10,142.250.190.78,TCP,1316,26165,443,0,0.8887972913325939,57,50.0,Normal,20.0
2025-11-20 03:58:08.944543,192.168.1.10,8.8.8.8,UDP,364,32512,53,0,0.9722852842166188,62,50.0,Normal,20.0
2025-11-20 03:58:12.544543,192.168.1.10,8.8.8.8,UDP,618,1258,53,0,0.8816108498568408,57,50.0,Normal,20.0
2025-11-20 03:58:16.144543,192.168.1.10,8.8.8.8,UDP,889,16508,53,0,0.9498507074737566,61,50.0,Normal,20.0
2025-11-20 03:58:19.744543,192.168.1.10,192.168.1.5,TCP,353,26926,22,0,0.8958119500511339,58,50.0,Normal,20.0
2025-11-20 03:58:23.344543,192.168.1.10,8.8.8.8,UDP,927,45818,53,0,0.8955474128096801,55,50.0,Normal,20.0
2025-11-20 03:58:26.944543,192.168.1.10,8.8.8.8,UDP,1087,58315,53,0,0.8934969488349331,58,50.0,Normal,20.0
2025-11-20 03:58:30.544543,192.168.1.10,142.250.190.78,TCP,217,21697,443,0,0.8992835302081512,61,50.0,Normal,20.0
2025-11-20 03:58:34.144543,192.168.1.10,203.0.113.10,TCP,1475,24129,80,0,0.9570520384643033,56,50.0,Normal,20.0
2025-11-20 03:58:37.744543,192.168.1.10,203.0.113.10,TCP,1437,58478,80,0,0.9053566596273541,62,50.0,Normal,20.0
2025-11-20 03:58:41.344543,192.168.1.10,192.168.1.5,TCP,1068,11050,22,0,0.8916000177135616,56,50.0,Normal,20.0
2025-11-20 03:58:44.944543,192.168.1.10,142.250.190.78,TCP,200,5328,443,0,0.9025504636424269,55,50.0,Normal,20.0
2025-11-20 03:58:48.544543,192.168.1.10,203.0.113.10,TCP,875,1538,80,0,0.932205068869876,60,50.0,Normal,20.0
2025-11-20 03:58:52.144543,192.168.1.10,192.168.1.5,TCP,283,18113,22,0,0.8865061633313631,56,50.0,Normal,20.0
2025-11-20 03:58:55.744543,192.168.1.10,203.0.113.10,TCP,200,10311,80,0,0.90910161094356,64,50.0,Normal,20.0
2025-11-20 03:58:59.344543,192.168.1.10,8.8.8.8,UDP,862,31884,53,0,0.9218614326598519,55,50.0,Normal,20.0
2025-11-20 03:59:02.944543,192.168.1.10,192.168.1.5,TCP,1076,5282,22,0,0.9443625406866829,62,50.0,Normal,20.0
2025-11-20 03:59:06.544543,192.168.1.10,192.168.1.5,TCP,213,15432,22,0,0.8822256848137006,62,50.0,Normal,20.0
2025-11-20 03:59:10.144543,192.168.1.10,192.168.1.5,TCP,57,15579,22,0,0.9118815519268759,62,50.0,Normal,20.0
2025-11-20 03:59:13.744543,192.168.1.10,192.168.1.5,TCP,1175,27711,22,0,0.9569997162070304,59,50.0,Normal,20.0
2025-11-20 03:59:17.344543,192.168.1.10,8.8.8.8,UDP,1169,58953,53,0,0.9724242204950521,62,50.0,Normal,20.0
2025-11-20 03:59:20.944543,192.168.1.10,142.250.190.78,TCP,473,2173,443,0,0.8744091948232885,55,50.0,Normal,20.0
2025-11-20 03:59:24.544543,192.168.1.10,8.8.8.8,UDP,393,39584,53,0,0.9078691911640814,60,50.0,Normal,20.0
2025-11-20 03:59:28.144543,192.168.1.10,8.8.8.8,UDP,1410,32297,53,0,0.9246922009892478,58,50.0,Normal,20.0
2025-11-20 03:59:31.744543,192.168.1.10,192.168.1.5,TCP,901,22972,22,0,0.9513990622425252,55,50.0,Normal,20.0
2025-11-20 03:59:35.344543,192.168.1.10,203.0.113.10,TCP,1231,41789,80,0,0.9085888157924926,55,50.0,Normal,20.0
2025-11-20 03:59:38.944543,192.168.1.10,142.250.190.78,TCP,1024,14614,443,0,0.9074899986091638,62,50.0,Normal,20.0
2025-11-20 03:59:42.544543,192.168.1.10,203.0.113.10,TCP,1260,24297,80,0,0.9718034295635309,55,50.0,Normal,20.0
2025-11-20 03:59:46.144543,192.168.1.10,203.0.113.10,TCP,114,12659,80,0,0.8699171125780253,59,50.0,Normal,20.0
2025-11-20 03:59:49.744543,192.168.1.10,192.168.1.5,TCP,1413,37240,22,0,0.9328370276699779,56,50.0,Normal,20.0
2025-11-20 03:59:53.344543,192.168.1.10,203.0.113.10,TCP,594,61234,80,0,0.9424333996245609,61,50.0,Normal,20.0
2025-11-20 03:59:56.944543,192.168.1.10,142.250.190.78,TCP,689,18658,443,0,0.9223276430184006,61,50.0,Normal,20.0
2025-11-20 04:00:00.544543,192.168.1.10,8.8.8.8,UDP,872,22369,53,0,0.9267407531073507,64,50.0,Normal,20.0
2025-11-20 04:00:04.144543,192.168.1.10,142.250.190.78,TCP,1168,20893,443,0,0.9292884791807587,59,50.0,Normal,20.0
2025-11-20 04:00:07.744543,192.168.1.10,142.250.190.78,TCP,543,35792,443,0,0.9672368373317003,61,50.0,Normal,20.0
2025-11-20 04:00:11.344543,192.168.1.10,142.250.190.78,TCP,705,48252,443,0,0.9275585720483193,61,50.0,Normal,20.0
2025-11-20 04:00:14.944543,192.168.1.10,142.250.190.78,TCP,1428,63411,443,0,0.9066485740833113,61,50.0,Normal,20.0
2025-11-20 04:00:18.544543,192.168.1.10,142.250.190.78,TCP,1009,15940,443,0,0.967311258010179,60,50.0,Normal,20.0
2025-11-20 04:00:22.144543,192.168.1.10,203.0.113.10,TCP,945,11654,80,0,0.9724167023644787,59,50.0,Normal,20.0
2025-11-20 04:00:25.744543,192.168.1.10,192.168.1.5,TCP,843,31882,22,0,0.9193084682068591,55,50.0,Normal,20.0
2025-11-20 04:00:29.344543,192.168.1.10,8.8.8.8,UDP,1157,9347,53,0,0.9771280208363595,59,50.0,Normal,20.0
2025-11-20 04:00:32.944543,192.168.1.10,142.250.190.78,TCP,208,20307,443,0,0.9154315810756045,61,50.0,Normal,20.0
2025-11-20 04:00:36.544543,192.168.1.10,192.168.1.5,TCP,578,23944,22,0,0.8990894078652841,64,50.0,Normal,20.0
2025-11-20 04:00:40.144543,192.168.1.10,192.168.1.5,TCP,1473,7280,22,0,0.8516559078024133,56,50.0,Normal,20.0
2025-11-20 04:00:43.744543,192.168.1.10,203.0.113.10,TCP,529,12680,80,0,0.8894307512781556,63,50.0,Normal,20.0
2025-11-20 04:00:47.344543,192.168.1.10,8.8.8.8,UDP,544,57965,53,0,0.960217499809069,56,50.0,Normal,20.0
2025-11-20 04:00:50.944543,192.168.1.10,8.8.8.8,UDP,1366,43697,53,0,0.8965220079557752,60,50.0,Normal,20.0
2025-11-20 04:00:54.544543,192.168.1.10,142.250.190.78,TCP,1446,24493,443,0,0.9105771611990147,60,50.0,Normal,20.0
2025-11-20 04:00:58.144543,192.168.1.10,203.0.113.10,TCP,1313,63656,80,0,0.936317600731129,62,50.0,Normal,20.0
2025-11-20 04:01:01.744543,192.168.1.10,8.8.8.8,UDP,1155,34992,53,0,0.9566811363361403,58,50.0,Normal,20.0
2025-11-20 04:01:05.344543,192.168.1.10,192.168.1.5,TCP,241,52491,22,0,0.9215447017307306,62,50.0,Normal,20.0
2025-11-20 04:01:08.944543,192.168.1.10,203.0.113.10,TCP,275,9360,80,0,0.8628004559827063,62,50.0,Normal,20.0
2025-11-20 04:01:12.544543,192.168.1.10,203.0.113.10,TCP,93,24828,80,0,0.8788965152994883,55,50.0,Normal,20.0
2025-11-20 04:01:16.144543,192.168.1.10,8.8.8.8,UDP,1383,25441,53,0,0.8712845382240237,64,50.0,Normal,20.0
2025-11-20 04:01:19.744543,192.168.1.10,142.250.190.78,TCP,482,45507,443,0,0.9712063464743625,56,50.0,Normal,20.0
2025-11-20 04:01:23.344543,192.168.1.10,142.250.190.78,TCP,1253,35022,443,0,0.9103156335506861,55,50.0,Normal,20.0
2025-11-20 04:01:26.944543,192.168.1.10,8.8.8.8,UDP,531,52671,53,0,0.8741379174095305,64,50.0,Normal,20.0
2025-11-20 04:01:30.544543,192.168.1.10,203.0.113.10,TCP,1023,38841,80,0,0.8863336126413643,57,50.0,Normal,20.0
2025-11-20 04:01:34.144543,192.168.1.10,192.168.1.5,TCP,1186,21373,22,0,0.9576923213051823,57,50.0,Normal,20.0
2025-11-20 04:01:37.744543,192.168.1.10,203.0.113.10,TCP,380,62025,80,0,0.9458239822574824,64,50.0,Normal,20.0
2025-11-20 04:01:41.344543,192.168.1.10,8.8.8.8,UDP,1250,44410,53,0,0.8577873198505848,63,50.0,Normal,20.0
2025-11-20 04:01:44.944543,192.168.1.10,8.8.8.8,UDP,521,12041,53,0,0.8587686175778237,64,50.0,Normal,20.0
2025-11-20 04:01:48.544543,192.168.1.10,203.0.113.10,TCP,1283,37104,80,0,0.8600090109418317,61,50.0,Normal,20.0
2025-11-20 04:01:52.144543,192.168.1.10,8.8.8.8,UDP,177,30474,53,0,0.9407862748171631,56,50.0,Normal,20.0
2025-11-20 04:01:55.744543,192.168.1.10,8.8.8.8,UDP,529,9064,53,0,0.873099071693896,57,50.0,Normal,20.0
2025-11-20 04:01:59.344543,192.168.1.10,8.8.8.8,UDP,1250,45622,53,0,0.9322540761474823,61,50.0,Normal,20.0
2025-11-20 04:02:02.944543,192.168.1.10,203.0.113.10,TCP,721,37000,80,0,0.8862971522202308,63,50.0,Normal,20.0
2025-11-20 04:02:06.544543,192.168.1.10,8.8.8.8,UDP,751,51948,53,0,0.9621705472523491,61,50.0,Normal,20.0
2025-11-20 04:02:10.144543,192.168.1.10,203.0.113.10,TCP,269,62552,80,0,0.9038123611985568,56,50.0,Normal,20.0
2025-11-20 04:02:13.744543,192.168.1.10,142.250.190.78,TCP,1074,61484,443,0,0.9355780111490721,57,50.0,Normal,20.0
2025-11-20 04:02:17.344543,192.168.1.10,203.0.113.10,TCP,1079,60822,80,0,0.8567882024644494,58,50.0,Normal,20.0
2025-11-20 04:02:20.944543,192.168.1.10,192.168.1.5,TCP,1445,40470,22,0,0.8728880029999662,60,50.0,Normal,20.0
2025-11-20 04:02:24.544543,192.168.1.10,203.0.113.10,TCP,350,9998,80,0,0.9506110350060524,63,50.0,Normal,20.0
2025-11-20 04:02:28.144543,192.168.1.10,192.168.1.5,TCP,319,9581,22,0,0.9435528334206102,63,50.0,Normal,20.0
2025-11-20 04:02:31.744543,192.168.1.10,8.8.8.8,UDP,972,64915,53,0,0.8742489556207564,55,50.0,Normal,20.0
2025-11-20 04:02:35.344543,192.168.1.10,8.8.8.8,UDP,512,45103,53,0,0.9457921746828718,63,50.0,Normal,20.0
2025-11-20 04:02:38.944543,192.168.1.10,8.8.8.8,UDP,511,42829,53,0,0.9292299185547005,59,50.0,Normal,20.0
2025-11-20 04:02:42.544543,192.168.1.10,142.250.190.78,TCP,693,32812,443,0,0.8994035205262715,63,50.0,Normal,20.0
2025-11-20 04:02:46.144543,192.168.1.10,192.168.1.5,TCP,1022,18106,22,0,0.9047994180522763,57,50.0,Normal,20.0
2025-11-20 04:02:49.744543,192.168.1.10,8.8.8.8,UDP,1452,35435,53,0,0.96739867594352,57,50.0,Normal,20.0
2025-11-20 04:02:53.344543,192.168.1.10,142.250.190.78,TCP,190,52284,443,0,0.8758223348863836,56,50.0,Normal,20.0
2025-11-20 04:02:56.944543,192.168.1.10,192.168.1.5,TCP,1178,48394,22,0,0.9242159882303265,60,50.0,Normal,20.0
2025-11-20 04:03:00.544543,192.168.1.10,192.168.1.5,TCP,758,29009,22,0,0.8732491085289956,63,50.0,Normal,20.0
2025-11-20 04:03:04.144543,192.168.1.10,192.168.1.5,TCP,1025,58211,22,0,0.9043343945625558,62,50.0,Normal,20.0
2025-11-20 04:03:07.744543,192.168.1.10,192.168.1.5,TCP,1035,63477,22,0,0.8968781050689503,57,50.0,Normal,20.0
2025-11-20 04:03:11.344543,192.168.1.10,8.8.8.8,UDP,1153,2810,53,0,0.9008388164038696,62,50.0,Normal,20.0
2025-11-20 04:03:14.944543,192.168.1.10,142.250.190.78,TCP,1054,11954,443,0,0.904451911158414,58,50.0,Normal,20.0
2025-11-20 04:03:18.544543,192.168.1.10,203.0.113.10,TCP,1492,7690,80,0,0.9156724540994827,61,50.0,Normal,20.0
2025-11-20 04:03:22.144543,192.168.1.10,192.168.1.5,TCP,370,16772,22,0,0.8852151246471537,56,50.0,Normal,20.0
2025-11-20 04:03:25.744543,192.168.1.10,192.168.1.5,TCP,763,27633,22,0,0.9682297898511967,62,50.0,Normal,20.0
